-0.253454 -0.848148 0.604615 -0.547823 
-0.37346 -0.901359 -0.481437 0.989804 
-0.934587 -0.564081 0.387935 0.920678 
0.267238 0.918469 -0.0960013 0.594846 
0.18872 0.473893 -0.924525 -0.775089 
-0.594239 0.812354 -0.894015 0.0149689 
-0.495458 -0.505152 0.0519312 0.0793111 
0.0479972 0.639745 0.0652451 -0.411901 
0.65358 0.687832 -0.00563515 -0.558162 
0.581865 -0.03775 0.560873 -0.99118 
0.0961376 0.486316 -0.786671 -0.232055 
0.0775866 0.437547 0.618682 -0.850452 
0.628049 -0.0417965 0.880915 -0.886886 
-0.874609 -0.410484 -0.357457 -0.335744 
0.561234 -0.14995 0.347265 -0.66067 
-0.510095 -0.373185 0.547295 -0.12212 
-0.494787 -0.360151 -0.0819675 -0.544271 
-0.00162095 -0.0996167 0.579308 0.90745 
-0.398524 0.633924 -0.70068 -0.746683 
-0.831935 -0.196563 -0.333281 0.516192 
-0.0650285 0.867089 0.557581 0.0653921 
0.72229 -0.0813044 0.576725 0.846758 
0.101847 0.0492357 -0.337046 -0.841277 
-0.653879 -0.984064 0.888849 -0.717042 
-0.0352193 -0.784583 0.537398 -0.813553 
0.594781 -0.923132 0.12239 0.255196 
0.639191 0.739111 -0.177343 0.360733 
-0.0675296 -0.892951 0.732506 0.0786049 
-0.844968 -0.0863222 0.0073778 -0.828539 
-0.889988 -0.43861 0.135903 -0.837084 
0.543735 -0.0822217 0.188001 -0.476013 
-0.0984222 0.0655296 -0.388007 -0.376361 
-0.263448 -0.339969 0.654466 -0.84728 
0.609148 0.353697 -0.424064 -0.555334 
-0.831184 -0.0160014 0.515992 -0.781515 
0.925273 -0.866076 0.729942 -0.62237 
-0.985091 0.166052 -0.318079 0.459635 
-0.326642 0.478846 -0.432077 0.297796 
-0.0267301 0.773669 -0.204813 -0.0342709 
0.668489 -0.146117 0.676285 0.901473 
-0.744777 -0.558904 -0.871203 0.306617 
-0.930593 0.259985 0.00851548 0.733674 
-0.253924 -0.708569 0.294967 -0.948979 
0.883272 0.3993 -0.990289 0.419731 
-0.805202 0.849501 0.651059 -0.602069 
-0.69269 0.141481 -0.357768 -0.609649 
-0.626823 -0.973885 0.557007 -0.70239 
-0.299989 -0.51065 -0.430909 -0.14634 
0.305689 -0.958136 -0.77846 -0.702199 
-0.0253468 0.660039 0.856327 -0.449073 
-0.131924 0.292787 0.23581 -0.630148 
-0.759339 0.908953 0.779121 0.363193 
-0.303056 -0.421266 0.433051 -0.602315 
0.969923 -0.657977 0.898764 -0.471425 
-0.413219 0.924889 0.66797 0.646151 
0.661724 -0.205848 -0.0295503 -0.415868 
0.564704 -0.581109 0.0211534 0.783771 
-0.774028 0.664 -0.509373 0.00688443 
-0.405805 -0.0987989 -0.297044 0.662737 
0.719736 0.332569 -0.971469 0.955233 
-0.664015 -0.77461 0.62653 0.169801 
-0.862071 0.818979 0.890957 -0.813275 
-0.378687 -0.601902 -0.359476 -0.421129 
0.0725367 -0.114578 0.280996 0.32252 
0.747077 0.172677 -0.533107 -0.36861 
-0.209871 0.382097 -0.843484 -0.202643 
-0.0021906 0.0193461 0.0109377 0.70015 
0.761987 -0.661272 0.148813 -0.908975 
0.463487 -0.139057 -0.275561 -0.904847 
